Protein ID,Annotation,# proteins in the group,# Unique peptides, P-Value HF:PG_Pyr,Fold change PG_Pyr/HF,Fold change HF/PG_Pyr, P-Value HF:PG_Pyr_Xyl:,Fold changePG_Pyr_Xyl/HF,Fold change HF/PG_Pyr_Xyl, P-Value HF:WT,Fold change WT/HF,Fold change HF/WT,P-Value PG_Pyr/PG_Pyr_Xyl,Fold change PG_Pyr_Xyl/ PG_Pyr,Fold change PG_Pyr/ PG_Pyr_Xyl,P-Value PG_Pyr:WT,Fold change WT/ PG_Pyr,Fold change PG_Pyr/WT,P-Value PG_Pyr_Xyl:WT,Fold change WT/ PG_Pyr_Xyl,Fold change PG_Pyr_Xyl/WT,HF1a,HF1b,HF1c,PG1-pyr,PG2-pyr,PG5-pyr,PG1-pyrXyl,PG2-pyrXyl,PG5-pyrXyl,WTa,WTb,WTc
U5LZF4,U5LZF4_ECOLI Putative transporter subunit: ATP-binding component of ABC superfamily OS=Escherichia coli C321.deltaA GN=ybbL PE=3 SV=1,1,1,0.70558,1.1,0.9,0.97081,1.0,1.0,0.21332,1.4,0.7,0.74011,0.9,1.1,0.35279,1.3,0.8,0.24240,1.4,0.7,8.68E+08,1.81E+09,1.73E+09,1.11E+09,2.33E+09,1.55E+09,1.60E+09,2.01E+09,8.77E+08,2.09E+09,2.23E+09,1.75E+09
U5LWI3,U5LWI3_ECOLI Multidrug efflux system OS=Escherichia coli C321.deltaA GN=acrA PE=4 SV=1,1,14,0.70598,1.1,0.9,0.07935,1.6,0.6,0.08577,1.5,0.7,0.04027,1.5,0.7,0.03143,1.4,0.7,0.69884,1.0,1.1,2.69E+10,4.75E+10,4.09E+10,4.26E+10,4.48E+10,3.43E+10,6.34E+10,6.73E+10,4.87E+10,5.74E+10,6.24E+10,5.02E+10
U5M2K3,U5M2K3_ECOLI YnjB OS=Escherichia coli C321.deltaA GN=ynjB PE=4 SV=1,1,2,0.70600,2.0,0.5,0.49426,0.0,175.0,0.12358,0.0,237398.3,0.43244,0.0,343.7,0.10185,0.0,466157.4,0.47174,0.0,1356.3,4.53E+06,7.09E+08,4.35E+08,4.25E+08,2.52E+08,9.90E+07,5.10E+08,1.00E+00,5.11E+08,1.04E+08,1.00E+00,1.00E+00
U5M2Q0,U5M2Q0_ECOLI YdhQ OS=Escherichia coli C321.deltaA GN=ydhQ PE=4 SV=1,1,5,0.70652,0.9,1.1,0.29754,1.3,0.8,0.22266,1.4,0.7,0.11951,1.4,0.7,0.09157,1.5,0.7,0.72118,1.1,0.9,8.69E+09,1.49E+10,1.55E+10,9.52E+09,1.51E+10,1.06E+10,2.05E+10,1.38E+10,1.56E+10,1.58E+10,1.50E+10,2.29E+10
U5M6C0,U5M6C0_ECOLI N-acetylneuraminate lyase OS=Escherichia coli C321.deltaA GN=nanA PE=3 SV=1,1,2,0.70701,0.1,12.0,0.01115,120.6,0.0,0.00346,447.7,0.0,0.29838,1444.3,0.0,0.23055,5360.7,0.0,0.07160,3.7,0.3,3.53E+05,3.24E+06,9.08E+06,1.00E+00,1.68E+08,3.60E+07,5.86E+08,2.85E+08,1.09E+08,6.28E+08,1.38E+09,1.08E+09
U5LZR2,U5LZR2_ECOLI Phosphofructokinase OS=Escherichia coli C321.deltaA GN=pfkB PE=3 SV=1,1,6,0.70707,0.7,1.3,0.11394,3.9,0.3,0.00038,257.3,0.0,0.08794,5.2,0.2,0.00055,346.4,0.0,0.00107,66.6,0.0,6.65E+07,3.43E+08,1.31E+08,3.97E+07,2.78E+08,1.10E+08,2.20E+08,1.04E+09,7.49E+08,3.35E+10,5.00E+10,3.02E+10
U5M3P8,U5M3P8_ECOLI YeeD OS=Escherichia coli C321.deltaA GN=yeeD PE=4 SV=1,1,1,0.71492,0.8,1.2,0.12583,0.1,7.3,0.07960,0.1,10.9,0.15168,0.2,6.0,0.09460,0.1,9.0,0.78340,0.7,1.5,2.26E+10,6.56E+09,1.68E+10,2.05E+10,1.01E+10,6.71E+09,4.76E+09,2.69E+08,4.91E+09,8.23E+09,5.78E+08,4.00E+08
U5M4M5,U5M4M5_ECOLI Glutathione oxidoreductase OS=Escherichia coli C321.deltaA GN=gor PE=3 SV=1,1,11,0.71499,1.2,0.9,0.77233,1.1,0.9,0.38079,0.7,1.5,0.89043,1.0,1.0,0.06383,0.6,1.8,0.09358,0.6,1.7,6.48E+09,2.35E+10,1.62E+10,1.61E+10,1.91E+10,1.28E+10,1.20E+10,2.06E+10,1.46E+10,1.30E+10,6.80E+09,7.83E+09
U5M0E6,U5M0E6_ECOLI Phosphodiesterase activity on bis-pNPP OS=Escherichia coli C321.deltaA GN=yfcE PE=4 SV=1,1,2,0.71735,1.3,0.8,0.62977,1.4,0.7,0.95542,1.0,1.0,0.62804,1.1,0.9,0.53565,0.8,1.2,0.36661,0.7,1.3,3.42E+09,2.48E+10,1.99E+10,1.70E+10,1.16E+10,1.81E+10,1.81E+10,1.71E+10,1.47E+10,1.68E+10,1.59E+10,7.15E+09
U5M1M4,U5M1M4_ECOLI Pyridoxine kinase OS=Escherichia coli C321.deltaA GN=pdxK PE=3 SV=1,1,3,0.71881,1.1,0.9,0.33991,1.4,0.7,0.36718,0.7,1.3,0.60579,1.2,0.8,0.29038,0.7,1.5,0.11663,0.5,1.9,2.16E+09,4.18E+09,3.76E+09,3.44E+09,2.35E+09,6.32E+09,5.70E+09,6.10E+09,2.79E+09,2.67E+09,3.23E+09,1.65E+09
U5M3Z9,U5M3Z9_ECOLI Antiporter inner membrane protein OS=Escherichia coli C321.deltaA GN=mrp PE=4 SV=1,1,9,0.71925,1.1,0.9,0.78821,1.1,0.9,0.22102,1.4,0.7,0.96476,1.0,1.0,0.29946,1.3,0.8,0.64593,1.2,0.8,4.50E+09,8.42E+09,9.71E+09,9.53E+09,9.92E+09,5.52E+09,4.42E+09,1.83E+10,6.89E+09,9.31E+09,1.05E+10,1.07E+10
U5M5Y3,U5M5Y3_ECOLI Glycerol-3-phosphate acyltransferase OS=Escherichia coli C321.deltaA GN=plsY PE=3 SV=1,1,1,0.72002,0.9,1.2,0.40095,0.8,1.3,0.01983,0.2,4.1,0.76544,0.9,1.1,0.04338,0.3,3.5,0.02646,0.3,3.1,3.46E+09,1.76E+09,1.71E+09,3.07E+09,1.05E+09,2.07E+09,1.32E+09,1.60E+09,2.25E+09,5.63E+08,8.75E+08,3.19E+08
U5M8Z7,U5M8Z7_ECOLI 23S rRNA (guanosine-2'-O-)-methyltransferase RlmB OS=Escherichia coli C321.deltaA GN=rlmB PE=3 SV=1,1,2,0.72021,13.2,0.1,0.42753,334.5,0.0,0.55856,0.0,445.7,0.08992,25.3,0.0,0.28799,0.0,5894.9,0.16264,0.0,149104.9,1.23E+09,8.33E+07,1.00E+00,2.53E+07,3.94E+05,2.38E+07,8.78E+07,3.84E+08,1.13E+08,1.00E+00,1.00E+00,1.15E+09
U5M157,U5M157_ECOLI DNA-binding response regulator in two-component regulatory system with NarX (Or NarQ) OS=Escherichia coli C321.deltaA GN=narL PE=4 SV=1,1,4,0.72151,0.9,1.1,0.60929,0.9,1.1,0.31321,0.9,1.2,0.98338,1.0,1.0,0.85835,1.0,1.1,0.84095,1.0,1.0,2.17E+10,1.76E+10,1.84E+10,1.61E+10,2.73E+10,1.19E+10,1.30E+10,2.37E+10,1.67E+10,1.33E+10,1.90E+10,1.79E+10
U5M6V7,U5M6V7_ECOLI Periplasmic LPS-binding protein OS=Escherichia coli C321.deltaA GN=lptA PE=4 SV=1,1,7,0.72152,1.1,0.9,0.39669,1.3,0.8,0.95724,1.0,1.0,0.22372,1.2,0.9,0.56300,0.9,1.1,0.23729,0.8,1.3,6.51E+09,1.50E+10,1.00E+10,1.20E+10,9.77E+09,1.11E+10,1.48E+10,1.12E+10,1.22E+10,1.16E+10,1.15E+10,6.99E+09
U5M0A4,U5M0A4_ECOLI Phosphoserine aminotransferase OS=Escherichia coli C321.deltaA GN=serC PE=1 SV=1,1,24,0.72224,1.0,1.0,0.00258,1.9,0.5,0.00989,0.7,1.5,0.00017,2.0,0.5,0.00063,0.7,1.5,0.00003,0.3,2.9,3.73E+11,5.03E+11,4.17E+11,4.28E+11,3.91E+11,4.21E+11,8.60E+11,7.53E+11,8.50E+11,2.69E+11,2.96E+11,2.75E+11
U5M317,U5M317_ECOLI Glutathione synthetase OS=Escherichia coli C321.deltaA GN=gshB PE=3 SV=1,1,10,0.72230,0.9,1.1,0.70669,0.9,1.2,0.41015,0.6,1.6,0.82241,0.9,1.1,0.44997,0.7,1.5,0.59427,0.7,1.4,5.54E+10,1.04E+11,9.04E+10,7.31E+10,7.76E+10,7.38E+10,9.85E+10,3.71E+10,9.13E+10,9.21E+10,1.86E+10,7.04E+10
U5LWH6,U5LWH6_ECOLI PKHD-type hydroxylase YbiX OS=Escherichia coli C321.deltaA GN=ybiX PE=3 SV=1,1,2,0.72267,1.5,0.7,0.98042,1.1,1.0,0.70645,0.6,1.7,0.85105,0.7,1.4,0.47304,0.4,2.6,0.78202,0.6,1.8,5.72E+08,2.94E+09,1.10E+10,8.46E+09,1.07E+09,7.09E+09,8.26E+09,1.02E+08,2.57E+10,1.63E+09,2.76E+08,8.45E+09
U5M0F7,U5M0F7_ECOLI Lysine/arginine/ornithine transporter subunit OS=Escherichia coli C321.deltaA GN=argT PE=3 SV=1,2,17,0.72310,1.1,0.9,0.99466,1.0,1.0,0.00019,8.4,0.1,0.88536,0.9,1.1,0.00145,7.7,0.1,0.01729,8.4,0.1,3.48E+10,3.31E+10,2.93E+10,2.65E+10,5.32E+10,3.08E+10,1.67E+10,9.05E+10,2.21E+10,2.11E+11,3.59E+11,2.66E+11
U5LVX0,U5LVX0_ECOLI Modulator of Rho-dependent transcription termination OS=Escherichia coli C321.deltaA GN=rof PE=4 SV=1,1,1,0.72396,1.1,0.9,0.14147,0.6,1.6,0.08681,1.9,0.5,0.05827,0.6,1.7,0.09005,1.7,0.6,0.01385,3.0,0.3,1.88E+09,1.01E+09,1.14E+09,1.84E+09,1.24E+09,1.23E+09,6.09E+08,8.96E+08,1.03E+09,1.80E+09,2.24E+09,3.63E+09
U5M1A2,U5M1A2_ECOLI Phosphotransfer intermediate protein in two-component regulatory system with RcsBC OS=Escherichia coli C321.deltaA GN=rcsD PE=4 SV=1,1,10,0.72557,0.9,1.2,0.69128,1.2,0.9,0.19381,0.6,1.8,0.29805,1.3,0.7,0.21996,0.7,1.5,0.01877,0.5,2.1,3.11E+09,9.05E+09,7.48E+09,8.10E+09,3.68E+09,4.47E+09,7.67E+09,7.07E+09,5.99E+09,4.27E+09,3.64E+09,2.38E+09
U5M924,U5M924_ECOLI Acetylglutamate kinase OS=Escherichia coli C321.deltaA GN=argB PE=3 SV=1,1,11,0.72752,1.1,0.9,0.34234,1.2,0.8,0.13205,1.6,0.6,0.79632,1.1,0.9,0.38879,1.4,0.7,0.32771,1.3,0.8,4.15E+10,7.00E+10,5.10E+10,4.36E+10,1.06E+11,4.61E+10,6.90E+10,5.19E+10,7.71E+10,1.20E+11,6.75E+10,7.08E+10
U5M5N4,U5M5N4_ECOLI Inhibitor of the cpx response periplasmic adaptor protein OS=Escherichia coli C321.deltaA GN=cpxP PE=4 SV=1,1,1,0.72974,1.5,0.7,0.00000,0.0,64985552.2,0.01572,8.9,0.1,0.00003,0.0,95021126.1,0.11040,6.1,0.2,0.00000,578884096.0,0.0,2.47E+07,1.54E+08,7.23E+07,5.26E+08,5.62E+07,2.90E+07,1.00E+00,1.00E+00,1.00E+00,6.54E+08,6.39E+08,4.64E+08
U5LX63,U5LX63_ECOLI Negative modulator of initiation of replication OS=Escherichia coli C321.deltaA GN=seqA PE=3 SV=1,1,6,0.73039,0.9,1.1,0.01286,2.0,0.5,0.03918,0.7,1.4,0.01774,2.1,0.5,0.17321,0.8,1.3,0.00176,0.4,2.7,1.51E+10,2.09E+10,1.71E+10,2.10E+10,1.29E+10,1.65E+10,3.19E+10,4.39E+10,2.89E+10,1.31E+10,1.37E+10,1.21E+10
U5M8N2,U5M8N2_ECOLI Single-stranded DNA-binding protein OS=Escherichia coli C321.deltaA GN=ssb PE=4 SV=1,1,8,0.73052,0.9,1.1,0.62925,1.1,0.9,0.09165,1.6,0.6,0.39016,1.2,0.8,0.04868,1.7,0.6,0.12562,1.4,0.7,3.50E+10,6.47E+10,4.70E+10,3.43E+10,5.93E+10,4.00E+10,5.09E+10,6.93E+10,4.30E+10,8.95E+10,7.56E+10,6.20E+10
U5M739,U5M739_ECOLI 30S ribosomal protein S17 OS=Escherichia coli C321.deltaA GN=rpsQ PE=3 SV=1,1,8,0.73116,0.9,1.2,0.37019,1.5,0.6,0.58359,1.3,0.8,0.01575,1.8,0.6,0.14329,1.5,0.6,0.59219,0.9,1.2,6.80E+10,2.62E+11,1.94E+11,1.33E+11,1.16E+11,1.42E+11,2.91E+11,1.84E+11,2.37E+11,2.75E+11,2.27E+11,1.28E+11
U5M2U5,U5M2U5_ECOLI DNA-binding transcriptional repressor OS=Escherichia coli C321.deltaA GN=galR PE=4 SV=1,1,3,0.73184,1.1,0.9,0.49443,1.2,0.8,0.01297,2.2,0.4,0.79695,1.1,0.9,0.05554,2.0,0.5,0.04645,1.8,0.5,3.08E+09,1.68E+09,2.33E+09,2.11E+09,4.22E+09,1.90E+09,2.68E+09,4.05E+09,2.03E+09,5.57E+09,5.44E+09,4.48E+09
U5M3Z1,U5M3Z1_ECOLI NADH-quinone oxidoreductase subunit B OS=Escherichia coli C321.deltaA GN=nuoB PE=3 SV=1,1,7,0.73201,1.1,0.9,0.77606,1.2,0.9,0.00073,3.9,0.3,0.97075,1.0,1.0,0.03120,3.4,0.3,0.08269,3.3,0.3,1.18E+10,1.37E+10,1.19E+10,1.49E+10,2.53E+10,7.56E+09,8.44E+09,3.96E+10,9.16E+09,3.69E+10,5.82E+10,5.19E+10
U5M675,U5M675_ECOLI Argininosuccinate synthase OS=Escherichia coli C321.deltaA GN=argG PE=3 SV=1,1,33,0.73246,1.1,0.9,0.45146,1.3,0.8,0.17380,1.6,0.6,0.67930,1.2,0.9,0.30893,1.4,0.7,0.54001,1.2,0.8,6.04E+10,1.36E+11,8.18E+10,6.78E+10,1.57E+11,9.19E+10,7.56E+10,1.66E+11,1.22E+11,1.82E+11,1.21E+11,1.19E+11
U5M1D9,"U5M1D9_ECOLI Succinate-semialdehyde dehydrogenase I, NADP-dependent OS=Escherichia coli C321.deltaA GN=gabD PE=3 SV=1",1,18,0.73332,1.2,0.9,0.97217,1.0,1.0,0.63558,1.2,0.8,0.52195,0.9,1.2,0.77128,1.1,0.9,0.42121,1.2,0.8,1.04E+10,3.60E+10,1.59E+10,2.02E+10,1.71E+10,2.63E+10,1.48E+10,1.49E+10,2.58E+10,2.70E+10,2.53E+10,1.61E+10
U5M6Z7,U5M6Z7_ECOLI Targeting factor for csrBC sRNA degradation OS=Escherichia coli C321.deltaA GN=csrD PE=4 SV=1,1,7,0.73341,1.0,1.0,0.31504,1.6,0.6,0.00681,2.0,0.5,0.28118,1.6,0.6,0.00454,2.0,0.5,0.62624,1.2,0.8,2.58E+09,2.97E+09,3.35E+09,3.20E+09,2.78E+09,2.59E+09,3.10E+09,1.02E+10,3.21E+09,4.71E+09,6.75E+09,6.09E+09
U5M1S9,U5M1S9_ECOLI DNA ligase OS=Escherichia coli C321.deltaA GN=ligA PE=3 SV=1,1,9,0.73443,1.3,0.8,0.17251,3.3,0.3,0.30865,2.3,0.4,0.09947,2.4,0.4,0.25497,1.7,0.6,0.17101,0.7,1.4,1.00E+09,9.61E+09,5.99E+09,3.15E+09,1.08E+10,3.98E+09,1.30E+10,1.68E+10,9.10E+09,8.78E+09,1.08E+10,6.99E+09
U5M318,"U5M318_ECOLI SsDNA exonuclease, 5'--> 3'-specific OS=Escherichia coli C321.deltaA GN=recJ PE=4 SV=1",1,1,0.73463,1.3,0.8,0.27753,2.6,0.4,0.49734,0.5,2.1,0.26680,2.0,0.5,0.28703,0.4,2.8,0.11132,0.2,5.5,2.49E+09,2.33E+10,1.25E+10,5.66E+09,1.76E+10,1.67E+10,3.83E+10,1.10E+10,3.14E+10,1.89E+10,1.81E+09,2.26E+09
U5M4M3,U5M4M3_ECOLI D-xylose ABC transporter permease subunit OS=Escherichia coli C321.deltaA GN=xylH PE=4 SV=1,1,2,0.73479,0.8,1.2,0.00093,8.4,0.1,0.00293,0.2,4.6,0.01439,10.2,0.1,0.07541,0.3,3.8,0.00021,0.0,38.4,2.34E+09,1.51E+09,1.73E+09,5.97E+08,3.63E+09,1.57E+09,1.47E+10,2.21E+10,1.09E+10,5.37E+08,4.24E+08,2.75E+08
U5MA01,U5MA01_ECOLI Isoaspartyl dipeptidase OS=Escherichia coli C321.deltaA GN=iadA PE=3 SV=1,1,3,0.73488,0.9,1.1,0.38343,1.4,0.7,0.01161,0.3,3.2,0.39900,1.6,0.6,0.08545,0.4,2.8,0.02517,0.2,4.5,2.77E+09,3.33E+09,2.96E+09,1.60E+09,5.45E+09,2.08E+09,3.53E+09,8.33E+09,2.61E+09,8.55E+08,1.52E+09,6.28E+08
U5M565,U5M565_ECOLI YjbR OS=Escherichia coli C321.deltaA GN=yjbR PE=4 SV=1,1,3,0.73851,1.2,0.8,0.76265,0.8,1.2,0.13694,0.3,3.0,0.35552,0.7,1.4,0.04884,0.3,3.6,0.10595,0.4,2.6,1.44E+10,6.65E+10,2.48E+10,3.09E+10,2.43E+10,5.45E+10,3.38E+10,1.58E+10,2.73E+10,1.72E+10,1.10E+10,4.51E+09
U5M5D5,U5M5D5_ECOLI Ribosome maturation factor RimM OS=Escherichia coli C321.deltaA GN=rimM PE=3 SV=1,1,8,0.73956,1.3,0.8,0.24016,2.2,0.5,0.07538,4.0,0.3,0.26611,1.7,0.6,0.05790,3.1,0.3,0.04075,1.8,0.6,2.27E+09,1.06E+10,1.83E+09,2.16E+09,8.51E+09,4.95E+09,9.53E+09,6.34E+09,7.53E+09,1.29E+10,1.90E+10,1.10E+10
U5M2K9,U5M2K9_ECOLI DNA-binding transcriptional repressor OS=Escherichia coli C321.deltaA GN=exuR PE=4 SV=1,1,5,0.74037,0.9,1.1,0.34653,1.4,0.7,0.66881,0.9,1.2,0.22666,1.7,0.6,0.97931,1.0,1.0,0.14039,0.6,1.7,6.80E+08,1.49E+09,1.52E+09,1.22E+09,1.42E+09,5.88E+08,1.46E+09,2.60E+09,1.23E+09,9.08E+08,7.97E+08,1.38E+09
U5LVH1,U5LVH1_ECOLI Threonine synthase OS=Escherichia coli C321.deltaA GN=thrC PE=4 SV=1,1,30,0.74327,1.0,1.0,0.44081,1.2,0.8,0.09403,1.3,0.8,0.52989,1.2,0.8,0.15803,1.2,0.8,0.93535,1.0,1.0,1.73E+11,2.26E+11,1.99E+11,2.40E+11,1.80E+11,2.03E+11,1.86E+11,3.89E+11,2.02E+11,2.56E+11,2.18E+11,2.79E+11
U5M590,U5M590_ECOLI ATP synthase subunit a OS=Escherichia coli C321.deltaA GN=atpB PE=3 SV=1,1,1,0.74360,1.9,0.5,0.35781,5.9,0.2,0.34164,7.1,0.1,0.22864,3.1,0.3,0.26493,3.7,0.3,0.79757,1.2,0.8,5.14E+07,1.11E+10,5.86E+09,7.80E+09,6.42E+08,4.73E+09,6.04E+09,1.23E+10,9.26E+09,1.70E+10,2.50E+10,2.86E+09
U5M5K5,U5M5K5_ECOLI Carbamoyl phosphate phosphatase and maturation protein for [NiFe] hydrogenases OS=Escherichia coli C321.deltaA GN=hypF PE=4 SV=1,1,1,0.74382,0.9,1.1,0.35484,1.5,0.7,0.21081,0.5,1.9,0.00034,1.7,0.6,0.09251,0.6,1.7,0.01205,0.3,2.9,2.49E+09,8.70E+09,6.34E+09,4.49E+09,4.32E+09,4.76E+09,7.96E+09,7.11E+09,7.92E+09,3.79E+09,2.94E+09,1.68E+09
U5M459,"U5M459_ECOLI Putative hydrolase, inner membrane OS=Escherichia coli C321.deltaA GN=yejM PE=4 SV=1",1,3,0.74385,0.8,1.3,0.96204,1.0,1.0,0.30299,0.5,2.2,0.67958,1.2,0.8,0.33522,0.6,1.7,0.15063,0.5,2.1,1.32E+09,9.59E+09,3.02E+09,1.27E+09,4.29E+09,3.42E+09,2.26E+09,2.71E+09,5.66E+09,1.58E+09,2.64E+09,9.10E+08
U5M4N5,U5M4N5_ECOLI Regulatory protein P-II for glutamine synthetase OS=Escherichia coli C321.deltaA GN=glnB PE=3 SV=1,1,6,0.74476,1.1,0.9,0.73368,0.7,1.4,0.64755,0.8,1.3,0.64455,0.6,1.6,0.47405,0.7,1.5,0.94134,1.1,0.9,1.37E+10,3.77E+10,2.60E+10,2.18E+10,2.55E+10,3.39E+10,5.35E+10,2.63E+09,3.27E+10,3.74E+10,7.43E+09,2.12E+10
U5M831,U5M831_ECOLI Glutamine synthetase OS=Escherichia coli C321.deltaA GN=glnA PE=3 SV=1,1,20,0.74528,0.9,1.1,0.77090,0.9,1.1,0.01411,2.1,0.5,0.91633,1.0,1.0,0.00738,2.2,0.5,0.03474,2.2,0.5,8.90E+10,1.34E+11,1.11E+11,1.19E+11,1.08E+11,8.83E+10,7.01E+10,1.50E+11,9.97E+10,2.23E+11,1.82E+11,2.81E+11
U5LZ97,U5LZ97_ECOLI Putative lipoprotein OS=Escherichia coli C321.deltaA GN=yajG PE=4 SV=1,1,6,0.74717,0.9,1.1,0.13550,1.4,0.7,0.02624,1.8,0.6,0.05232,1.5,0.7,0.00676,1.9,0.5,0.21218,1.3,0.8,2.36E+10,3.76E+10,2.76E+10,2.35E+10,2.90E+10,3.05E+10,4.36E+10,3.23E+10,4.83E+10,6.11E+10,4.70E+10,4.64E+10
U5M5L0,U5M5L0_ECOLI UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase OS=Escherichia coli C321.deltaA GN=mpl PE=3 SV=1,1,7,0.74733,1.2,0.8,0.51167,1.4,0.7,0.60848,0.7,1.5,0.17349,1.2,0.8,0.34417,0.6,1.7,0.23208,0.5,2.1,7.78E+09,3.43E+10,2.90E+10,2.23E+10,2.53E+10,2.23E+10,2.73E+10,2.37E+10,3.37E+10,2.76E+10,5.04E+09,1.76E+10
U5LX37,U5LX37_ECOLI Dihydroorotase OS=Escherichia coli C321.deltaA GN=pyrC PE=3 SV=1,1,18,0.74899,0.9,1.1,0.16192,1.4,0.7,0.05145,1.2,0.8,0.18594,1.5,0.7,0.19324,1.3,0.8,0.51774,0.9,1.1,1.54E+11,1.98E+11,1.73E+11,1.19E+11,2.11E+11,1.74E+11,1.85E+11,3.35E+11,2.25E+11,2.12E+11,2.15E+11,2.11E+11
U5M7W6,U5M7W6_ECOLI Putative protoheme IX synthesis protein OS=Escherichia coli C321.deltaA GN=hemY PE=4 SV=1,1,7,0.75004,0.9,1.2,0.51182,1.4,0.7,0.00324,5.7,0.2,0.40501,1.7,0.6,0.00557,6.6,0.2,0.03719,3.9,0.3,7.02E+09,1.53E+10,1.59E+10,1.10E+10,1.80E+10,5.57E+09,1.46E+10,3.98E+10,8.91E+09,5.93E+10,7.66E+10,7.03E+10
U5LY50,U5LY50_ECOLI Chaperone protein DnaJ OS=Escherichia coli C321.deltaA GN=dnaJ PE=3 SV=1,1,8,0.75098,0.9,1.1,0.72011,1.0,1.0,0.01851,1.4,0.7,0.62806,1.1,0.9,0.11133,1.5,0.7,0.02236,1.3,0.8,1.50E+10,1.89E+10,1.73E+10,2.26E+10,1.45E+10,1.23E+10,1.92E+10,1.57E+10,1.80E+10,2.13E+10,2.52E+10,2.38E+10
U5M5Y7,U5M5Y7_ECOLI tRNA N6-adenosine threonylcarbamoyltransferase OS=Escherichia coli C321.deltaA GN=tsaD PE=3 SV=1,1,5,0.75210,0.8,1.2,0.17430,2.2,0.5,0.80756,1.1,0.9,0.00114,2.6,0.4,0.14789,1.3,0.7,0.00680,0.5,1.9,1.09E+09,4.72E+09,4.24E+09,2.67E+09,2.60E+09,1.91E+09,6.54E+09,6.05E+09,5.75E+09,2.85E+09,4.04E+09,2.76E+09
U5M3V4,U5M3V4_ECOLI Uridine kinase OS=Escherichia coli C321.deltaA GN=udk PE=3 SV=1,1,6,0.75274,0.9,1.1,0.28721,0.7,1.4,0.56579,1.2,0.8,0.49420,0.8,1.3,0.51302,1.3,0.8,0.26501,1.7,0.6,4.78E+09,5.19E+09,5.66E+09,4.40E+09,7.25E+09,3.52E+09,3.50E+09,6.08E+09,2.46E+09,4.94E+09,1.15E+10,4.39E+09
U5M042,"U5M042_ECOLI DNA-binding transcriptional regulator f kdgK, kdgT, eda OS=Escherichia coli C321.deltaA GN=kdgR PE=4 SV=1",1,9,0.75274,0.9,1.1,0.29933,1.6,0.6,0.65894,1.3,0.8,0.03430,1.8,0.6,0.36044,1.4,0.7,0.55240,0.8,1.3,2.40E+09,8.53E+09,4.75E+09,3.46E+09,5.21E+09,3.64E+09,6.34E+09,9.66E+09,6.42E+09,7.75E+09,8.42E+09,3.01E+09
U5LUY7,U5LUY7_ECOLI Lipoprotein involved with copper homeostasis and adhesion OS=Escherichia coli C321.deltaA GN=nlpE PE=4 SV=1,1,4,0.75770,1.1,0.9,0.08941,1.5,0.7,0.00747,0.6,1.7,0.39932,1.4,0.7,0.10909,0.5,1.8,0.00937,0.4,2.5,6.29E+09,7.46E+09,6.58E+09,1.28E+10,6.11E+09,5.21E+09,9.47E+09,1.40E+10,7.78E+09,3.44E+09,4.60E+09,4.29E+09
U5M2R6,U5M2R6_ECOLI Phosphoglucosamine mutase OS=Escherichia coli C321.deltaA GN=glmM PE=3 SV=1,1,21,0.75879,0.9,1.1,0.13039,1.7,0.6,0.94164,1.0,1.0,0.00129,1.8,0.6,0.71388,1.1,0.9,0.03298,0.6,1.7,2.05E+10,4.92E+10,3.85E+10,2.88E+10,3.13E+10,3.33E+10,5.03E+10,6.20E+10,5.74E+10,3.45E+10,4.22E+10,2.48E+10
U5M0L4,U5M0L4_ECOLI YfcL OS=Escherichia coli C321.deltaA GN=yfcL PE=4 SV=1,1,1,0.76035,1.1,0.9,0.67126,0.9,1.1,0.59102,1.1,0.9,0.62030,0.8,1.2,0.90311,1.0,1.0,0.46666,1.2,0.9,6.91E+09,6.58E+09,5.29E+09,1.33E+10,4.71E+09,5.35E+09,8.01E+09,5.18E+09,4.44E+09,5.86E+09,7.68E+09,6.51E+09
U5LYL4,U5LYL4_ECOLI Tyrosine--tRNA ligase OS=Escherichia coli C321.deltaA GN=tyrS PE=3 SV=1,1,18,0.76090,1.3,0.8,0.49439,1.8,0.6,0.70026,0.7,1.4,0.33262,1.4,0.7,0.18602,0.6,1.8,0.06497,0.4,2.4,9.58E+09,7.11E+10,9.85E+10,7.91E+10,4.37E+10,4.07E+10,4.84E+10,9.41E+10,8.10E+10,3.13E+10,4.69E+10,1.73E+10
U5M6A1,U5M6A1_ECOLI Sugar-specific enzyme IIA component of PTS OS=Escherichia coli C321.deltaA GN=ptsN PE=4 SV=1,1,5,0.76197,0.9,1.1,0.53364,1.3,0.8,0.53106,0.8,1.3,0.11762,1.5,0.7,0.42264,0.9,1.2,0.06958,0.6,1.7,7.99E+09,2.61E+10,2.12E+10,1.73E+10,1.41E+10,1.25E+10,2.55E+10,1.52E+10,2.61E+10,1.62E+10,1.16E+10,1.06E+10
U5M505,"U5M505_ECOLI tRNA mG18-2'-O-methyltransferase, SAM-dependent OS=Escherichia coli C321.deltaA GN=trmH PE=4 SV=1",1,2,0.76289,0.8,1.2,0.88013,0.9,1.2,0.00420,1.7,0.6,0.97240,1.0,1.0,0.30625,2.0,0.5,0.52549,1.9,0.5,1.48E+08,1.44E+08,1.17E+08,3.61E+08,4.98E+07,7.77E+07,2.06E+08,4.24E+08,1.81E+07,2.10E+08,2.25E+08,2.45E+08
